,speaker,text,cleaned
655,Biden,"Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”",gas oil heat go thing create thousand thousand job net zero term energy production cost people job create job create million good pay job buck hour prevail wage have new infrastructure fact green thing rejoin paris accord join paris accord look happen fall apart talk relationship foreign policy rainforest brazil tear rip carbon absorb rainfor bit carbon emit united states instead gather make sure country world come billion billion stop tear forest go significant economic consequence
656,Wallace,"What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line.",argument president trump basically say balance environmental interest economic interest draw line
657,Biden,"Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-",draw line want sure methane problem emit methane problem methane guy say mileage standard automobile exist guy say fact that
658,Trump,Not true. Not true-,true true
659,Biden,It’s all true. And here’s the deal-,true deal
660,Trump,"He’s talking about the Green New Deal. And it’s not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It’s $100 trillion.",talk green new deal billion billion say trillion
661,Biden,I’m talking about the Biden plan [crosstalk 00:55:51]-,talk biden plan
662,Wallace,"Let him go for a minute, and then you can go.",let minute
663,Trump,And rebuild the building.,rebuild building
665,Trump,It’s the dumbest-,dumbest
666,Biden,That is not-,not
667,Trump,… most ridiculous [crosstalk 00:55:56] where two car systems are out-,ridiculous car system out
668,Biden,Not true-,true
669,Trump,… where they want to take out the cows too.,want cow
670,Biden,Not true.,true
671,Trump,"That’s not true either, right?",true right
672,Biden,Not true.,true
673,Trump,This is a 100 trillion-,trillion
674,Biden,Simply… Look-,simply look
675,Trump,That’s more money than our country could make in 100 years [crosstalk 00:02:10]-,money country year
676,Biden,That is simply not the case-,simply case
677,Wallace,"All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy.",right let wait minute sir actually study plan include upgrade million building weatherize million home year build half million energy efficient home question president say think people support president sound like go cost lot money hurt economy
678,Biden,"What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41].",go go create thousand million job good pay job
679,Wallace,"Let him finish, sir.",let finish sir
680,Biden,He doesn’t know how to do that-,know that
681,Trump,100 million dollars.,million dollar
682,Biden,"The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-",fact go create million good pay job tax incentive people weatherize want rid go economy safe look pay deal hurricane deal way answer hurricane say maybe drop nuclear weapon may
683,Trump,I never said that at all-,say all
684,Biden,"Yeah, he did say that-",that
686,Biden,And here’s the deal-,deal
687,Trump,You make up a lot-,lot
688,Biden,"… we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. But the rest of the world, we’ve got to get them to come along. That’s why we have to get back into the Paris Accord.",go position create hard hard good job make sure environment clean well shape spend billion dollar billion dollar flood hurricane rise sea real trouble look happen midwest storm come wipe entire section county iowa happen global warming world problem rest world get come paris accord
689,Wallace,"All right, gentlemen-",right gentlemen
690,Trump,"Wait a minute, Chris. So why didn’t he do it for 47 years? You were vice president-",wait minute chris year vice president
692,Trump,"So why didn’t you get the world… China sends up real dirt into the air. Russia does. India does. They all do. We’re supposed to be good. And by the way, he made a couple of statements. The Green New Deal is a hundred trillion dollars.",world china send real dirt air russia india suppose good way couple statement green new deal trillion dollar
693,Biden,That is not my plan [crosstalk 00:58:10]. The Green New Deal [crosstalk 00:58:14] is not my plan. [crosstalk 00:58:15]-,plan green new deal plan
694,Wallace,Gentlemen-,gentlemen
695,Trump,"He made a statement about the military. He said I said something about the military. He and his friends made it up, and then they went with it. I never said it.",statement military say say military friend go say
696,Wallace,Okay. [crosstalk 00:58:24] Mr. Vice President-,okay mr vice president
697,Trump,He called the military stupid bastards.,call military stupid bastard
698,Biden,I did not say that-,that
699,Trump,He said it on tape. [crosstalk 00:58:32]-,say tape
700,Wallace,"Please, sir. [crosstalk 00:58:33] Stop.",sir stop
702,Biden,Play it. Play it-,play play it
703,Wallace,Stop. Go ahead-,stop ahead
704,Trump,You’re on tape-,tape
705,Wallace,Mr. Vice President answered his final question.,mr vice president answer final question
706,Biden,"The final question is, I can’t remember which of all his rantings [crosstalk 00:04:44].",final question remember ranting
707,Wallace,"I’m having a little trouble myself, but…",have little trouble
709,Wallace,And about the economy and about this question of what it’s going to cost.,economy question go cost
710,Biden,The economy-,economy
711,Wallace,The Green New Deal and the idea of what your environmental changes will do-,green new deal idea environmental change do
712,Biden,"The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants-",green new deal pay forward go build plant fact great pollute plants
713,Wallace,"So, do you support the Green New Deal?",support green new deal
714,Biden,Pardon me?,pardon
715,Wallace,Do you support the-,support the
716,Biden,"No, I don’t support the Green New Deal.",support green new deal
717,Trump,"Oh, you don’t? Oh, well, that’s a big statement.",big statement
718,Biden,I support [crosstalk 00:05:13]-,support
719,Trump,You just lost the radical left.,lose radical left
720,Biden,I support [crosstalk 00:59:17] the Biden plan that I put forward.,support biden plan forward
721,Wallace,Okay.,okay
722,Biden,"The Biden plan, which is different than what he calls the radical Green New Deal.",biden plan different call radical green new deal
723,Wallace,"All right, gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some mail-in ballots after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first.",right gentleman final segment election integrity meet tonight million americans receive mail ballot go vote early confident fair election prepared plus week election day count mail ballot election day prepared reassure american people president legitimate winner election final segment mr vice president
724,Biden,"Prepare to let people vote. They should go to iwillvote.com, decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate.",prepare let people vote iwillvote com decide go vote go vote mean go vote homeland security director fbi director say evidence mail ballot source manipulate cheat say fact go million people covid go vote mail ballot like way sit resolute desk send ballot florida number number go sure people want vote person able vote poll watcher sure socially distance poll open time poll stay open vote count try dissuade people vote try scare people think go legitimate
725,Biden,"Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you, because you will… He cannot stop you from being able to determine the outcome of this election. And in terms of whether or not… When the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s going to go. He can’t stay in power. It won’t happen. It won’t happen, so vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies?",vote determine outcome election vote vote vote able vote early state vote early able vote person vote person vote way good way stop able determine outcome election term vote count count accept win accept lose accept way fact say sure go accept let tell matter vote go go stay power happen happen vote sure understand control determine country go look like year go change go year lie
726,Wallace,"Mr. President, two minutes.",mr president minute
727,Trump,"So when I listen to Joe talking about a transition, there has been no transition from when I won. I won that election. And if you look at crooked Hillary Clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. They came after me spying on my campaign. They started from the day I won, and even before I won. From the day I came down the escalator with our first lady, they were a disaster. They were a disgrace to our country, and we’ve caught them. We’ve caught them all. We’ve got it all on tape. We’ve caught them all. And by the way, you gave the idea for the Logan Act against General Flynn. You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office.",listen joe talk transition transition win win election look crooked hillary clinton look different people transition come try coup come spy campaign start day win win day come escalator lady disaster disgrace country catch catch get tape catch way give idea logan act general flynn better look catch sense president obama sit office
728,Trump,"He knew about it too. So don’t tell me about a free transition. As far as the ballots are concerned, it’s a disaster. A solicited ballot, okay, solicited, is okay. You’re soliciting. You’re asking. They send it back. You send it back. I did that. If you have an unsolicited… They’re sending millions of ballots all over the country. There’s fraud. They found them in creeks. They found some, just happened to have the name Trump just the other day in a wastepaper basket. They’re being sent all over the place. They sent two in a Democrat area. They sent out a thousand ballots. Everybody got two ballots. This is going to be a fraud like you’ve never seen. The other thing, it’s nice. On November 3rd, you’re watching, and you see who won the election. And I think we’re going to do well because people are really happy with the job we’ve done.",know tell free transition far ballot concern disaster solicited ballot okay solicited okay solicit ask send send unsolicited send million ballot country fraud find creek find happen trump day wastepaper basket send place send democrat area send thousand ballot everybody get ballot go fraud like see thing nice november rd watch win election think go people happy job
729,Trump,"But you know what? We won’t know. We might not know for months because these ballots are going to be all over. Take a look at what happened in Manhattan. Take a look at what happened in New Jersey. Take a look at what happened in Virginia and other places. They’re not losing 2%, 1%, which by the way is too much. An election could be won or lost with that. They’re losing 30 and 40%. It’s a fraud, and it’s a shame. And can you imagine where they say, “You have to have your ballot in by November 10th.” November 10th. That’s seven days after the election, in theory, should have been announced. We have major states [crosstalk 01:03:58] with that-",know know know month ballot go look happen manhattan look happen new jersey look happen virginia place lose way election win lose lose fraud shame imagine ballot november th november th seven day election theory announce major state that
730,Wallace,Sir.,sir
731,Trump,… all run by Democrats-,run democrats
732,Wallace,Two minutes is two minutes.,minute minute
733,Trump,All run by Democrats.,run democrat
734,Wallace,President Trump-,president trump
735,Trump,It’s a rigged election.,rig election
736,Wallace,"You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged [crosstalk 00:01:04:11], that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?",go able continue charge month mail balloting go disaster rig go lead fraud midterm election million people vote mail voting quarter voter year cast ballot mail million mail ballot go go count supreme court include justice barrett settle dispute
737,Trump,"Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated. They take them. We don’t like them. We don’t like them. They throw them out-",think count look ballot definitely hope need term election ballot think happen incredible read today ballot invalidate like like throw out
738,Wallace,But what are you going to do about it-,go it
739,Trump,… left and right.,left right
740,Wallace,There are millions of ballots going out right now. What are you going to do-,million ballot go right go do
741,Trump,"What you do is you go and vote. You do a solicited ballot, and that’s okay-",vote solicit ballot okay
742,Wallace,No. No. I know your complaint [crosstalk 01:05:05]. I’m asking you about the fact that millions of people have received-,know complaint ask fact million people received
743,Trump,You go and vote. You go and vote-,vote vote
744,Wallace,"No. But what I’m saying is [crosstalk 01:05:11], what are you going to do about the fact that millions of people-",say go fact million people
745,Trump,"You either do, Chris, a solicited ballot, where you’re sending it in, they’re sending it back and you’re sending. They have mailmen with lots of it. Did you see what’s going on? Take a look at West Virginia, mailman selling the ballots. They’re being sold. They’re being dumped in rivers. This is a horrible thing for our country.",chris solicit ballot send send send mailman lot go look west virginia mailman sell ballot sell dump river horrible thing country
746,Biden,There is no [crosstalk 01:05:32]… There is no evidence of that-,evidence that
747,Trump,This is not going to end well.,go end
748,Biden,There is no evidence of that-,evidence that
749,Trump,This is not going to end well-,go end well
750,Wallace,"Okay. Vice President Biden, in fact, go ahead, sir-",okay vice president biden fact ahead sir
751,Biden,"Five states have had mail-in ballots for the last decade or more. Five, including two Republican states. And you don’t have to solicit the ballot. It’s sent to you. It’s sent to your home. What they’re saying is that it has to be a postmark by election day. If it doesn’t get in until the seventh, eighth, ninth, it still should be counted. He’s just afraid of counting the votes-",state mail ballot decade include republican state solicit ballot send send home say postmark election day seventh eighth ninth count afraid count votes
752,Trump,You’re wrong. You’re wrong [crosstalk 01:06:04]. I love counting the votes [crosstalk 01:06:05]-,wrong wrong love count vote
753,Wallace,I want to continue with you on this [crosstalk 01:06:06] Vice President Biden-,want continue vice president biden
754,Trump,"Chris, he’s so wrong when he makes a statement like that-",chris wrong make statement like that
755,Wallace,"No. Excuse me. Vice President Biden, the biggest problem, in fact, over the years with mail-in voting has not been fraud, historically. It has been that sizable numbers, sometimes hundreds of thousands of ballots are thrown out because they have not been properly filled out, or there is some other irregularity, or they missed [crosstalk 01:06:28] the deadline. So the question I have is, are you concerned that the Supreme Court with a Justice Barrett will settle any dispute?",excuse vice president biden big problem fact year mail voting fraud historically sizable number hundred thousand ballot throw properly fill irregularity miss deadline question concerned supreme court justice barrett settle dispute
756,Biden,"I am concerned that any court would settle this, because here’s the deal. When you get a ballot and you fill it out, you’re supposed to have an affidavit. If you didn’t know, you have someone say that, this is me. You should be able to, if in fact you can verify that’s you before the ballot is thrown out, that’s sufficient to be able to count the ballot because someone made a mistake and not dotting the correct I. Who they voted for, testify, say who they voted for, say it’s you. That is totally legitimate.",concern court settle deal ballot fill suppose affidavit know able fact verify ballot throw sufficient able count ballot mistake dot correct i vote testify vote totally legitimate
757,Wallace,All right.,right
758,Trump,Excuse me [crosstalk 01:07:11]-,excuse
759,Wallace,"No. No. No. I have a final [crosstalk 00:13:12]. Gentlemen, I have a final question [crosstalk 01:07:14]-",final gentleman final question
760,Trump,"You know it can’t be done. You know it can’t, and already, there’s been fraud [crosstalk 01:07:19]-",know know fraud
761,Biden,Mail service delivers [crosstalk 01:07:21] 185 million pieces of mail a day [crosstalk 01:07:24]-,mail service deliver million piece mail day
762,Wallace,"We can keep talking. In eight states, [crosstalk 01:07:27] election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day. That means that it’s likely, because there’s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days. It could be weeks-",talk state election worker prohibit currently law state begin process ballot envelope flatten election day mean likely go huge increase mail balloting go know election night winner day weeks
763,Trump,Could be months-,months
764,Wallace,"… until we find out who the new president is. First for you, sir. Finally, for the vice president, and I hope neither of you will interrupt the other. Will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest? And will you pledge tonight that you will not declare victory until the election has been independently certified? President Trump, you go first-",find new president sir finally vice president hope interrupt urge supporter stay calm extended period engage civil unrest pledge tonight declare victory election independently certify president trump first
765,Trump,"I’m urging my supporters to go in to the polls and watch very carefully, because that’s what has to happen. I am urging them to do it. As you know, today there was a big problem. In Philadelphia, they went in to watch. They’re called poll watchers, a very safe, very nice thing. They were thrown out. They weren’t allowed to watch. You know why? Because bad things happen in Philadelphia. Bad things. And I am urging my people. I hope it’s going to be a fair election. If it’s a fair election-",urge supporter poll watch carefully happen urge know today big problem philadelphia go watch call poll watcher safe nice thing throw allow watch know bad thing happen philadelphia bad thing urge people hope go fair election fair election
766,Wallace,You’re urging them what?,urge
767,Trump,"… I am 100% on board. But if I see tens of thousands of ballots being manipulated, I can’t go along with that. And I’ll tell you why-",board ten thousand ballot manipulate tell why
768,Wallace,"What does that mean, not go along-",mean along
769,Trump,… from a common sense-,common sense
770,Wallace,Does that mean you’re going to tell your people-,mean go tell people
771,Trump,I’ll tell you what it means-,tell means
772,Wallace,… to take to the streets?,street
773,Trump,It means you have a fraudulent election. You’re sending out 80 million ballots-,mean fraudulent election send million ballots
775,Trump,"They’re not equipped… These people aren’t equipped to handle it, number one. Number two, they cheat. They cheat. Hey, they found ballots in a wastepaper basket three days ago, and they all had the name military ballots. There were military. They all had the name Trump on them.",equip people equip handle number number cheat cheat find ballot wastepaper basket day ago military ballot military trump
776,Wallace,Vice President Biden-,vice president biden
777,Trump,You think that’s good?,think good
778,Wallace,"Vice President Biden, final question for you. Will you urge your supporters to stay calm while the vote is counted? And will you pledge not to declare victory until the election is independently certified?",vice president biden final question urge supporter stay calm vote count pledge declare victory election independently certify
779,Biden,"Yes. And here’s the deal. We count the ballots, as you pointed out. Some of these ballots in some states can’t even be opened until election day. And if there’s thousands of ballots, it’s going to take time to do it. And by the way, our military… They’ve been voting by ballots since the end of the Civil War, in effect. And that’s what’s going to happen. Why is it, for them, somehow not fraudulent. It’s the same process. It’s honest. No one has established at all that there is fraud related to mail-in ballots, that somehow it’s a fraudulent process.",yes deal count ballot point ballot state open election day thousand ballot go time way military vote ballot end civil war effect go happen fraudulent process honest establish fraud relate mail ballot fraudulent process
780,Trump,It’s already been established. Take a look at Carolyn Maloney’s race-,establish look carolyn maloney race
781,Wallace,"I asked you. You had an opportunity to respond [crosstalk 01:10:13]. Go ahead [crosstalk 01:10:14]. Vice President Biden, go ahead.",ask opportunity respond ahead vice president biden ahead
782,Biden,"He has no idea what he’s talking about. Here’s the deal. The fact is, I will accept it, and he will too. You know why? Because once the winner is declared after all the ballots are counted, all the votes are counted, that’ll be the end of it. That’ll be the end of it. And if it’s me, in fact, fine. If it’s not me, I’ll support the outcome. And I’ll be a president, not just for the Democrats. I’ll be a president for Democrats and Republicans. And this guy-",idea talk deal fact accept know winner declare ballot count vote count end end fact fine support outcome president democrats president democrats republicans guy
783,Trump,I want to see an honest ballot cut-,want honest ballot cut
784,Wallace,"Gentlemen, just say that’s the end of it [crosstalk 01:10:45]. This is the end of this debate-",gentleman end end debate
785,Trump,I want to see an honest ballot count.,want honest ballot count
786,Wallace,We’re going to leave it there-,go leave there
787,Trump,And I think he does too-,think too
788,Wallace,"… to be continued in more debates as we go on. President Trump, Vice President Biden, it’s been an interesting hour and a half. I want to thank you both for participating in the first of three debates that you have agreed to engage in. We want to thank Case Western Reserve University and the Cleveland Clinic for hosting this event. The next debate, sponsored by the Commission on Presidential Debates, will be one week from tomorrow, October 7th, at the University of Utah in Salt Lake City. The two vice presidential nominees, Vice President Mike Pence and Senator Kamala Harris will debate at 9:00 PM Eastern that night. We hope you watch. Until then, thank you, and good night. Thank you.",continue debate president trump vice president biden interesting hour half want thank participate debate agree engage want thank case western reserve university cleveland clinic host event debate sponsor commission presidential debate week tomorrow october th university utah salt lake city vice presidential nominee vice president mike pence senator kamala harris debate pm eastern night hope watch thank good night thank
